ingredients,labels
"UNBLEACHED WHEAT FLOUR(FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), BROWN SUGAR, OATS, SUGAR, RAISINS, BUTTER(CREAM, SALT), CANOLA OIL, SKIM MILK, EGGS, CINNAMON, BAKING SODA, SALT, VANILLA. ",
"COATINGS- DARK CHOCOLATE [UNSWEETENED CHOCOLATE, SUGAR, COCOA BUTTER, SOY LECITHIN AS AN EMULSIFIER], MILK CHOCOLATE [SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER, MILK, SOY LECITHIN AS AN EMULSIFIER, VANILLA FLAVOR], WHITE CHOCOLATE [SUGAR, COCOA BUTTER, MILK, SOY LECITHIN AS AN EMULSIFIER, VANILLA FLAVOR]. FILLINGS-SUGAR, VEGETABLE FAT (PALM KERNEL, PALM, SUNFLOWER, RAPESEED, COCONUT), HAZELNUTS, MILK, ANHYDROUS BUTTERFAT, UNSWEETENED CHOCOLATE, COCOA BUTTER, COCOA POWDER, WHEY POWDER, CREAM, WATER, STABILIZER: SORBITOL, SOY LECITHIN AND MONO-AND DIGLYCERIDES OF FATTY ACIDS AS EMULSIFIERS, ADDED FLAVOR (VANILLA), ADDED ARTIFICIAL FLAVOR (ORANGE, NOUGAT, COCONUT), GRATED COCONUT, FEUILLETINE (WHEAT FLOUR, SUGAR, VEGETABLE FAT SUNFLOWER, RAPESEED), ANHYDROUS BUTTERFAT, LACTOSE, MILK PROTEIN, SALT, MALT EXTRACT BARLEY, BAKING SODA, SUNFLOWER LECITHIN AS AN EMULSIFIER, TOCOPHEROL AS AN ANTIOXIDANT), CRISPY CEREALS (RICE FLOUR, WHEAT FLOUR, MALT, SUGAR, WHEAT GLUTEN, SALT), SPICE, GLUCOSE SYRUP, DEXTROSE, INVERT SUGAR SYRUP, FREEZE-DRIED COFFEE, ALMONDS, BITTER AND SWEET APRICOT KERNELS, CITRIC ACID AS AN ACIDIFIER, SALT, ADDED COLOR (YELLOW 6, RED 40, BLUE 2, BETA CAROTENE, TITANIUM DIOXIDE), EGG WHITE.",
"SUGAR, PECAN, CORN SYRUP, NONFAT MILK, COCOA BUTTER, CHOCOLATE, PALM OIL, BUTTER OIL, LACTOSE, SEA SALT, AND LESS THAN 1% OF SOY LECITHIN, SODIUM CASEINATE, NATURAL AND ARTIFICIAL FLAVORS, CARAMEL COLOR.",
EXTRA-VIRGIN OLIVE OIL.,
"PARMIGIANO REGGIANO PDO CHEESE 25% (MILK, SALT, RENNET), WATER, WHEY, BUTTER, MILK PROTEINS, EMULSIFYING SALTS: SODIUM CITRATE, ACIDITY REGULATOR: CITRIC ACID, THICKENER: CARRAGEENAN.",
"ORGANIC WHEAT FLOUR, ORGANIC SUNFLOWER OIL, CARROT POWDER, ORGANIC CANE SUGAR, ORGANIC CHEDDAR CHEESE (ORGANIC PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), SALT, CALCIUM CARBONATE, NATURAL FLAVOR, BAKING SODA, YEAST, MONOCALCIUM PHOSPHATE, ONION POWDER, ENZYMES.",
"INGREDIENTS CONSIST OF CHOCOLATE {SUGAR, CHOCOLATE, CHOCOLATE PROCESSED WITH ALKALI, COCOA BUTTER, WHOLE MILK, MILK FAT, SOY LECITHIN (AN EMULSIFIER), VANILLIN (AN ARTIFICIAL FLAVOR)}, SUGAR, CORN SYRUP, INVERT SUGAR, CONDENSED MILK, DAIRY CREAM, NUTS (CASHEWS, ALMONDS, WALNUTS, PECANS), PALM KERNEL OIL, COCONUT WITH SODIUM METABISULFITE (TO PROMOTE COLOR RETENTION), BROWN SUGAR, MOLASSES, WHOLE MILK, NONFAT MILK SOLIDS, PEANUT BUTTER (DRY ROASTED PEANUTS, HYDROGENATED COTTONSEED/RAPESEED OIL, SOY OIL, SALT), CHERRIES {CHERRIES, CORN SYRUP, WATER, SUGAR, CITRIC ACID, SODIUM BENZOATE, POTASSIUM SORBATE (PRESERVATIVES), SULFUR DIOXIDE (TO PROMOTE COLOR RETENTION), FD&C RED #40}, SALT, COCOA POWDER, WHITE CHOCOLATE {SUGAR, COCOA BUTTER, WHOLE MILK, SOY LECITHIN (AN EMULSIFIER), ARTIFICIAL FLAVOR, SALT}, SORBITOL, RASPBERRIES, EGG ALBUMEN, APRICOTS WITH SULFUR DIOXIDE (TO PROMOTE COLOR RETENTION), NATURAL AND ARTIFICIAL FLAVORS, RAISINS, HONEY, STRAWBERRIES, ORANGE PEEL, BUTTER, SOY LECITHIN (AN EMULSIFIER), SPICE, MAPLE SUGAR, TAPIOCA FLOUR, FD&C COLORS (RED #40, YELLOW #5 & #6, BLUE #1), SODIUM BENZOATE AND POTASSIUM SORBATE (PRESERVATIVES), TOCOPHEROLS (A NATURAL ANTIOXIDANT), INVERTASE (AN ENZYME), AND CARMINE COLOR.",
"SUGAR, RICE FLOUR, COCOA POWDER (PROCESSED WITH ALKALI), TAPIOCA STARCH, NATURAL FLAVOR, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, BAKING SODA, CORN STARCH, MONOCALCIUM PHOSPHATE), PURIFIED SEA SALT.",
"SEA SALT, RED PEPPER FLAKES, LIME PEEL SMOKED PAPRIKA.",
"SUGAR, ENRICHED BLEACHED WHEAT FLOUR (FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SOYBEAN OIL, WATER, EGGS, BANANAS, MARGARINE (PALM OIL, WATER, SALT, MONO AND DIGLYCERIDES, SOY LECITHIN, SODIUM BENZOATE, ARTIFICIAL FLAVOR, BETA CAROTENE FOR COLOR AND VITAMIN A PALMITATE), CONTAINS 2% OR LESS OF: FOOD STARCH-MODIFIED, INVERT SUGAR, GLYCERINE, CINNAMON, MOLASSES, SODIUM ALUMINUM PHOSPHATE, BAKING SODA, MONOCALCIUM PHOSPHATE, MONO AND DIGLYCERIDES, SODIUM STEAROYL LACTYLATE, POLYSORBATE 60, PROPYLENE GLYCOL MONOESTERS, WHEY, SALT, WHEAT GLUTEN, NONFAT MILK, SOY FLOUR, POTASSIUM SORBATE, SORBIC ACID AND SODIUM PROPIONATE (PRESERVATIVES), GUAR GUM, XANTHAN GUM, NATURAL AND ARTIFICIAL FLAVOR.",
"GLUTEN FREE BREAD (MILLET, SORGHUM, BROWN RICE, WHITE RICE FLOURS, EGG WHITE, ARROWROOT, POTATO AND TAPIOCA STARCH, CIDER VINEGAR, NON-GMO CANOLA OIL, WATER, SEA SALT, HONEY, YEAST, XANTHUN GUM), NON-GMO CANOLA OIL, GRANULATED ONION AND GARLIC, ROSEMARY, SAGE, THYME, CELERY SEED, SEA SALT, PEPPER.",
"MILK, MOOSE TRACKS FUDGE (SUGAR, PEANUT/COTTONSEED AND/OR PALM OIL, COCOA PROCESSED WITH ALKALI, WHEY, CORN STARCH, SOY LECITHIN, SALT, NATURAL FLAVOR), CORN SYRUP, SUGAR, PEANUT BUTTER CUPS [SUGAR, PEANUT BUTTER (PEANUTS, SALT), COCONUT OIL, NONFAT MILK, MILK, COCOA PROCESSED WITH ALKALI, SOY LECITHIN, NATURAL FLAVORS], MALTODEXTRIN, WHEY, CREAM, CELLULOSE GEL, PROPYLENE GLYCOL MONOESTERS, CELLULOSE GUM, VANILLA, NATURAL FLAVORS, MONO & DIGLYCERIDES, LOCUST BEAN GUM, CARRAGEENAN, VITAMIN A, VITAMIN D3",
"ORGANIC COCONUTMILK (FILTERED WATER, ORGANIC COCONUT CREAM), ORGANIC CANE SUGAR, COCOA (PROCESSED WITH ALKALI), NATURAL FLAVOR, SEA SALT, TRICALCIUM PHOSPHATE, GUAR GUM, MAGNESIUM PHOSPHATE, XANTHAN GUM, REB A (STEVIA EXTRACT), MONK FRUIT, L-SELENOMETHIONINE (SELENIUM), VITAMIN A ACETATE, VITAMIN D2, ZINC OXIDE, VITAMIN B12.",
"COOKED BEEF (BEEF, NATURAL BEEF FLAVOR [SALT, DRIED BEEF BROTH, BEEF EXTRACT POWDER, PEA PROTEIN ISOLATE, CONTAINS LESS THAN 2% OF: ONION JUICE CONCENTRATE, MUSHROOM JUICE CONCENTRATE, TOMATO PASTE, NATURAL FLAVOR, SPICE], SEASONING [ONION POWDER, GARLIC POWDER, SPICES), SALT, YEAST EXTRACT], PARSLEY.",
"SOYBEAN OIL, WATER, VINEGAR, BUTTERMILK, SUGAR, EGG YOLKS, SALT, CONTAINS LESS THAN 2% OF MODIFIED FOOD STARCH, WHEY, XANTHAN GUM, GARLIC*, PHOSPHORIC ACID, PARSLEY*, NATURAL FLAVOR, ONIONS*, SPICE, DISODIUM GUANYLATE, DISODIUM INOSINATE, SORBIC ACID AND CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR)",
"PEPPERS, WATER, HIGH FRUCTOSE CORN SYRUP, DISTILLED VINEGAR, SALT, CALCIUM CHLORIDE",
"SUGAR, CORN SYRUP, LACTIC ACID, NATURAL AND ARTIFICIAL FLAVOR, COLOR (CURCUMIN, ELDERBERRY EXTRACT, PAPRIKA EXTRACT)",
"EGGPLANTS, CELERY, TOMATO SAUCE, VEGETABLE OIL, OLIVE OIL, SUGAR, ONIONS, OLIVES, CAPERS, WINE VINEGAR, SALT.",
"Corn, Vegetable Oil (Corn, Canola, and/or Sunflower Oil), Salt, Sugar, Monosodium Glutamate, Fructose, Sodium Diacetate, Soy Sauce (Soybean, Wheat, Salt), Onion Powder, Maltodextrin (Made from Corn), Hydrolyzed Soy Protein, Hydrolyzed Corn Protein, Garlic Powder, Torula Yeast, Malic Acid, Extractives of Paprika, Spices, Caramel Color, Disodium Inosinate, Disodium Guanylate, Dextrose, and Natural Flavor.",
"ATLANTIC SALMON, CANOLA OIL, WATER, MODIFIED PALM AND PALM KERNEL OILS, SALT, MONO AND DIGLYCERIDES, SOY PROTEIN, SOY LECITHIN, POTASSIUM SORBATE, ARTIFICIAL FLAVOR CITRIC ACID, VITAMIN A PALMITATE ALPHA-TOCOPHEROL ACETATE (VITAMIN E), VITAMIN D3, BETA-CAROTENE, LEMON JUICE FROM CONCENTRATE (WATER, CONCENTRATED LEMON JUICE, SULPHITES, LEMON OIL), GARLIC AND CHIVES, FLAVOR (CONTAINS BARLEY GLUTEN).",
"ENRICHED MACARONI PRODUCT (WHEAT FLOUR, NIACIN, IRON [FERROUS SULFATE], THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, GLYCEROL MONOSTEARATE), CHEESE SAUCE (WHEY, MALTODEXTRIN, SEMISOFT CHEESE [MILK, CHEESE CULTURE, SALT, ENZYMES], NONFAT MILK, SALT, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: NATURAL FLAVOR, MODIFIED CORN STARCH, SODIUM PHOSPHATE, LACTIC ACID, ADDED COLOR [BEET JUICE, ANNATTO EXTRACT, BETA CAROTENE, TURMERIC OLEORESIN], CALCIUM PHOSPHATE, GUAR GUM), MALTODEXTRIN, MODIFIED CORN STARCH, SALT, PROPYLENE GLYCOL ESTERS OF FATTY ACIDS, MONO AND DIGLYCERIDES, POTASSIUM CHLORIDE, MONOGLYCERIDES.",
"PURE WATER, PURE CANE SUGAR, ERYTHRITOL (NATURAL SWEETENER), NATURAL FLAVORS, CALCIUM LACTATE, CITRIC ACID, SEA SALT, SODIUM CITRATE, MONOPOTASSIUM PHOSPHATE, NIACIN (VITAMIN B3), STEVIA EXTRACT (REBAUDIOSIDE A), MONK FRUIT EXTRACT, PANTOTHENIC ACID (VITAMIN B5), ZINC LACTATE, GOJI EXTRACT, VITAMIN B6 AND VITAMIN B12.",
"TOMATOES (VINE-RIPENED TOMATOES, TOMATO JUICE, LESS THAN 2% OF SALT, CITRIC ACID, CALCIUM CHLORIDE), GARLIC (GARLIC, WATER, PHOSPHORIC ACID), ONION, GREEN PEPPERS, LIME JUICE, SALT, CILANTRO.",
"PORK, SAUCE (KETCHUP [TOMATO CONCENTRATE, DISTILLED VINEGAR, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SALT, SPICE, ONION POWDER, NATURAL FLAVORING], WATER, BROWN SUGAR, WORCESTERSHIRE SAUCE CONCENTRATE [DISTILLED VINEGAR, MOLASSES, CORN SYRUP, WATER, SALT, CARAMEL COLOR, GARLIC POWDER, SUGAR, SPICES, TAMARIND, NATURAL FLAVOR], MUSTARD [DISTILLED VINEGAR, WATER, MUSTARD SEED, SALT, TURMERIC, PAPRIKA, SPICE, GARLIC POWDER], SALT, NATURAL HICKORY SMOKE FLAVOR, SPICES.",
"FRIED PORK SKIN, SALT.",
"POMEGRANATE PUREE (POMEGRANATE JUICE, BANANAS, POMEGRANATE JUICE CONCENTRATE, STRAWBERRIES), WATER, ORGANIC CANE SUGAR.",
"INGREDIENTS: LETTUCE MIX (BABY ARUGULA, BABY SPINACH, BABY LETTUCES [LOLLO ROSSA, FRISEE, RED LEAF, RED OAK], BABY GREENS [TATSOI, MIZUNA], LETTUCE MIX MAY VARY BY SEASON), LEMON VINAIGRETTE (EXTRA VIRGIN OLIVE OIL, SOYBEAN OIL, LEMON JUICE (WATER, LEMON JUICE CONCENTRATE], WATER, DIJON MUSTARD [DISTILLED VINEGAR, WATER, MUSTARD SEEDS, SALT, WHITE WINE, CITRIC ACID, TARTARIC ACID, SPICE], DISTILLED VINEGAR, CONTAINS LESS THAN 2% OF SALT, SPICE, NATURAL FLAVOR, XANTHAN GUM), OVEN ROASTED CHICKEN BREAST MEAT WITH RIB MEAT (CHICKEN BREAST MEAT WITH RIB MEAT, WATER, LESS THAN 2% RICE STARCH, LEMON JUICE CONCENTRATE, VINEGAR, SALT, SUGAR, YEAST EXTRACT, NATURAL FLAVORS), SHAVED PARMESAN CHEESE (PARMESAN CHEESE [PASTEURIZED MILK. CHEESE CULTURES, SALT, ENZYMES] POWDERED CELLULOSE [TO PREVENT CAKING]), RED CABBAGE, CARROTS, HERB SEASONED CROUTON CRUMBLE (ENRICHED UNBLEACHED WHEAT FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID], CANOLA OIL, SUGAR, SALT, ONION POWDER, GARLIC POWDER, MALTODEXTRIN, SPICES, YEAST, TOMATO POWDER, NATURAL FLAVOR [MILK], CARROT POWDER, CELERY LEAF, ASCORBIC ACID).",
"CRUST (ENRICHED WHEAT FLOUR [WHEAT FLOUR, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], CAULIFLOWER PUREE, EXTRA VIRGIN OLIVE OIL, WATER, OAT FIBER, CONTAINS LESS THAN 2% OF SALT, YEAST, SUGAR, ASCORBIC ACID), LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), PIZZA SAUCE (TOMATO PUREE [WATER, TOMATO PASTE], GROUND TOMATOES [TOMATOES, TOMATO PUREE, SALT, CITRIC ACID], SUGAR, CONTAINS LESS THAN 2% OF EXTRA VIRGIN OLIVE OIL, SALT, SPICES, PARMESAN CHEESE [CULTURED PASTEURIZED PART-SKIM MILK, SALT, ENZYMES], GARLIC, CITRIC ACID), PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), CONTAINS LESS THAN 2% OF ASIAGO CHEESE ([PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES], POWDERED CELLULOSE [ANTI-CAKING AGENT]); PARMESAN CHEESE (CULTURED PASTEURIZED PART-SKIM MILK, SALT, ENZYMES); ROMANO CHEESE FROM COW'S MILK (CULTURED PASTEURIZED PART-SKIM MILK, SALT, ENZYMES)",
"SUGAR, CORN SYRUP, DEXTROSE, GLYCERIN, GELATIN, CITRIC ACID, TRAGACANTH GUM, ARTIFICIAL FLAVORS, FD&C COLORS: RED 40 LAKE, RED 3, BLUE 2, YELLOW 5 LAKE, YELLOW 6 LAKE, BLUE 1 LAKE, BLUE 2 LAKE.",
"WATER, CITRIC ACID, MALIC ACID, POTASSIUM CITRATE, NATURAL FLAVOR, POTASSIUM BENZOATE AND POTASSIUM SORBATE (PRESERVATIVES), SODIUM HEXAMETAPHOSPHATE, CARAMEL COLOR, SUCRALOSE, RED 40, ACESULFAME POTASSIUM, TARTARIC ACID, CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR).",
"EXPELLER PRESSED SOYBEAN OIL*, WATER, CIDER VINEGAR*, MILK SOLIDS*, SEA SALT, BUTTERMILK POWDER*(SKIM MILK, LACTIC ACID, STARTER CULTURE), DIJON MUSTARD*(APPLE CIDER VINEGAR*, WATER, MUSTARD SEED*, SALT, SPICES*), EVAPORATED CANE SUGAR*, ONION POWDER*, SOUR CREAM POWDER* (CREAM*, CULTURES, LACTIC ACID, NONFAT MILK SOLIDS* AND CITRIC ACID), BLACK PEPPER*, GARLIC*, LEMON JUICE CONCENTRATE*, EGG POWDER*, GARLIC POWDER*, XANTHAN GUM, LACTIC ACID, CHIVES*, CELERY SEED*, ROSEMARY EXTRACT*, PARSLEY*.",
"WHEAT FLOUR (CONTAINS GLUTEN), SUGARS (WHITE SUGAR, INVERT SUGAR), VEGETABLE SHORTENING, CORN STARCH, LEAVENING AGENTS (AMMONIUM BICARBONATE, SODIUM BICARBONATE, DISODIUM DIPHOSPHATE), SALT, EMULSIFIER (SOY LECITHIN), ARTIFICIAL FLAVORS, FLOUR TREATMENT AGENT (SODIUM METABISULFITE), NATURAL ANTIOXIDANT (ROSEMARY EXTRACT).",
"SUGAR, RICE FLOUR, VEGETABLE OIL (PALM OIL AND/OR PALM KERNEL OIL, CORN STARCH, GUM ARABIC, CELLULOSE GUM, CONFECTIONER'S GLAZE, CARRAGEENAN, SOY LECITHIN, YELLOW #6, RED #40, YELLOW #5, BLUE #1, BLUE #2 LAKE, ARTIFICIAL FLAVOR.",
"CANE SUGAR, GROUND MUSTARD, RED RASPBERRY VINEGAR (WATER, WHITE VINEGAR, RASPBERRY PUREE, LEMON JUICE CONCENTRATE, PECTIN, CITRIC ACID, SODIUM CITRATE), HONEY, MUSTARD SEED, WATER, SALT, SODIUM BENZOATE (AS A PRESERVAITIVE) AND SODIUM BISULFATE (NATURAL ACIDIFIER).",
"SKIM MILK, CREAM, SUGAR, CHOCOLATE FUDGE SWIRL (CORN SYRUP, WATER, SUGAR, COCOA, MODIFIED CORN STARCH, COCOA PROCESSED WITH ALKALI, SALT, NONFAT DRY MILK, CARRAGEENAN, NATURAL FLAVORS, POTASSIUM SORBATE [PRESERVATIVE], CITRIC ACID), BROWNIE BITS (WHEAT FLOUR, POWDERED SUGAR [SUGAR, CORN STARCH], PALM AND PALM KERNEL OILS, SUGAR, WATER, COCOA [PROCESSED WITH ALKALI], HIGH FRUCTOSE CORN SYRUP, ENRICHED FLOUR [WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], MALTODEXTRIN, NATURAL FLAVORS, SOYBEAN OIL, SALT, CORN FLOUR, DEXTROSE, BAKING SODA, SOY LECITHIN), CORN SYRUP, COCOA (PROCESSED WITH ALKALI), WHEY, CONTAINS 2% OR LESS OF MONO & DIGLYCERIDES, GUARGUM, CALCIUM SULFATE, LOCUST BEAN GUM, CARRAGEENAN, DEXTROSE.",
"SALT, MALTODEXTRIN, SUGAR, MONOSODIUM GLUTAMATE, CORN STARCH, BEEF FAT*, HYDROLYZED CORN PROTEIN, DRIED CHICKEN MEAT*, AUTOLYZED YEAST EXTRACT (BARLEY), CHICKEN FAT*, NATURAL FLAVOR, SILICON DIOXIDE (PREVENTS CAKING), CITRIC ACID, DEHYDRATED PARSLEY, DISODIUM GUANYLATE, DISODIUM INOSINATE, YELLOW 5, ANNATTO (COLOR), YELLOW 6.",
"INGREDIENTS: LOW-MOISTURE MOZZARELLA CHEESE (PASTEURIZED MILK, CHEESE, CULTURES, SALT, ENZYMES).",
"ICING SUGAR (SUGAR, CORNSTARCH), SUGAR, WATER, SOYBEAN AND/OR CANOLA OIL, BLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE OIL SHORTENING (CANOLA OIL, PALM OIL, FRACTIONATED PALM OIL, PALM KERNEL OIL, MONOGLYCERIDES, POLYSORBATE 60), EGGS, CHOCOLATE LIQUOR, COCOA POWDER (PROCESSED WITH ALKALI), CORN SYRUP, BUTTER (CREAM, SALT), MARGARINE (SOYBEAN OIL, FRACTIONATED PALM OIL, WATER, SALT, WHEY [MILK], SOYBEAN LECITHIN, MONOGLYCERIDES, NATURAL FLAVOR, VITAMIN A PALMITATE, VITAMIN D3, ANNATTO EXTRACT [COLOR]), NONFAT DRY MILK, SEMISWEET CHOCOLATE CHIPS (SUGAR, UNSWEETENED CHOCOLATE, COCOA POWDER [PROCESSED WITH ALKALI], MILKFAT, SOYBEAN LECITHIN [EMULSIFIER], NATURAL FLAVOR), MODIFIED CORNSTARCH, WHEY (MILK), LEAVENING BLEND (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORNSTARCH, MONOCALCIUM PHOSPHATE, CALCIUM SULFATE), SOYBEAN LECITHIN, WHEAT GLUTEN, SALT, MONO- AND DIGLYCERIDES, SALT, NATURAL AND ARTIFICIAL FLAVOR, DATEM.",
"MARSHMALLOW (CORN SYRUP, SUGAR, INVERT SUGAR, WATER, FOOD STARCH-MODIFIED, GELATIN), CRISP RICE (RICE, SUGAR, CORN SYRUP, SALT, THIAMINE MONONITRATE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, FOLIC ACID, VITAMIN B12, VITAMIN A PALMITATE, SODIUM ASCORBATE, VITAMIN D3, FERRIC ORTHOPHOSPHATE, ZINC OXIDE), BUTTER (CREAM, SALT, NATURAL FLAVORING), SUGAR, CORN SYRUP, INVERT SUGAR, MARGARINE (PALM OIL, WATER, SALT, MONO- AND DIGLYCERIDES, NATURAL BUTTER FLAVOR, CITRIC ACID [PRESERVATIVE], BETA-CAROTENE [COLOR], VITAMIN A PALMITATE), NATURAL FLAVORS.",
": BERKSHIRE PORK, WATER, SALT,POTATO STARCH, DEXTROSE, PARTIALLY HYDROGENATED SOYBEAN OIL, BROWN SUGAR, RED PEPPER, PAPRIKA, SODIUM. PHOSPHATES, SUGAR, SOY SAUCE (WATER, WHEAT, SOY BEAN AND SALT), NON FAT DRY MILK, WHITE PEPPER, MONOSODIUM GLUTAMATE, SODIUM NITRITE, SODIUM ACETATE, SPICES, AUTOLYZED YEAST EXTRACT, SODIUM DIACETATE, SODIUM ERYTHORBATE, SODIUM CASEINATE, TAPIOCA MALTODEXTRIN, RENDERED BACON FAT AND COOKED BACON (CURED PORK WITH WATER, SALT, SUGAR, SODIUM PHOSPHATES, SODIUM NITRITE AND SMOKE FLAVOR), TORULA YEAST, NATURAL FLAVOR (WITH SMOKE FLAVOR), GARLIC POWDER. ONION POWDER, SOY FLOUR, WHEAT GLUTEN, MALTODEXTRIN, GUM ARABIC, DISODIUM INOSINATE, DISODIUM GUANYLATE.",
